date,year,month,NDVI,GPP,EVI,LAI,NDVI_smoothed,GPP_smoothed,EVI_smoothed,LAI_smoothed
2013-01-01,2013.0,1.0,0.2111013556985295,3.2374987671367996e-05,0.0816206387867646,0.2968554693890907,0.1992717336309529,3.237498767136802e-05,0.07669083967962197,0.2654480396480013
2013-02-01,2013.0,2.0,0.2194292922794116,3.2374987671367996e-05,0.0872279365808823,0.3172302935113382,0.18508985491071256,3.237498767136802e-05,0.0625266622899146,0.22853772029191186
2013-03-01,2013.0,3.0,0.2332279457720587,3.2374987671367996e-05,0.0961221139705882,0.3704091816367265,0.24395793920693018,3.237498767136802e-05,0.10491505405286913,0.3141871604176384
2013-04-01,2013.0,4.0,0.2635058593749999,3.2374987671367996e-05,0.1180863832720588,0.4611345614781366,0.374238681503849,3.237498767136802e-05,0.20311637692576814,0.7855180479529984
2013-05-01,2013.0,5.0,0.6175599218750008,3.2374987671367996e-05,0.3929567187500001,1.520404273420371,0.5453821632090314,3.237498767136802e-05,0.3382781683298301,1.6484618584844217
2013-06-01,2013.0,6.0,0.7417768933823536,3.2374987671367996e-05,0.4803372334558824,2.77308661365793,0.7026971323529396,3.237498767136802e-05,0.4614351177345929,2.605975247007927
2013-07-01,2013.0,7.0,0.7758358777573527,3.2374987671367996e-05,0.5175439981617647,3.3770917182029367,0.8039146907825632,3.237498767136802e-05,0.5133562359943981,3.164371036745141
2013-08-01,2013.0,8.0,0.7449617141544119,3.2374987671367996e-05,0.4519698299632355,3.01925002454108,0.7406972761292042,3.237498767136802e-05,0.4379662629114165,2.815937757583982
2013-09-01,2013.0,9.0,0.677560050551471,3.2374987671367996e-05,0.3265759374999999,1.885718726481463,0.6153829698441909,3.237498767136802e-05,0.3244023308385878,1.904121109849013
2013-10-01,2013.0,10.0,0.4137112408088238,3.2374987671367996e-05,0.179297306985294,0.6189849808579563,0.46596281731442923,3.237498767136802e-05,0.2051649155287139,0.9744510198962121
2013-11-01,2013.0,11.0,0.305904664522059,3.2374987671367996e-05,0.1121035431985294,0.3561630836687282,0.3351841721376082,3.237498767136802e-05,0.12315975424545002,0.39215460569884264
2013-12-01,2013.0,12.0,0.266791778492647,3.2374987671367996e-05,0.094726796875,0.3482444946173226,0.25144714810924607,3.237498767136802e-05,0.08796832173494505,0.23240840722926426
2014-01-01,2014.0,1.0,0.2475682674632355,3.2374987671367996e-05,0.0918483455882352,0.3345072150780405,0.23365394957983257,3.237498767136802e-05,0.08342637889530821,0.3019402906391227
2014-02-01,2014.0,2.0,0.2354723391544118,3.2374987671367996e-05,0.096923887867647,0.3417247472268575,0.22833039915966305,3.237498767136802e-05,0.08624065147934079,0.3022732832539407
2014-03-01,2014.0,3.0,0.2502102849264705,3.2374987671367996e-05,0.1074879319852941,0.4059242171394915,0.2676506407563007,3.237498767136802e-05,0.1199733237044801,0.38793334486373715
2014-04-01,2014.0,4.0,0.3403760018382353,3.2374987671367996e-05,0.1705341911764705,0.5944558969492704,0.3772555282738073,3.237498767136802e-05,0.2033355298056704,0.7878625522828805
2014-05-01,2014.0,5.0,0.524866659007353,3.2374987671367996e-05,0.3175035386029411,1.3013489414613386,0.5104525816263983,3.237498767136802e-05,0.31331050332632904,1.3803715363963598
2014-06-01,2014.0,6.0,0.6848099034926469,3.2374987671367996e-05,0.438163129595588,2.261516311639016,0.6436853501400546,3.237498767136802e-05,0.40401645964635763,2.114453840172887
2014-07-01,2014.0,7.0,0.6882188878676474,3.2374987671367996e-05,0.4476031985294119,2.5002126893753465,0.7270477282475494,3.237498767136802e-05,0.4406068555234597,2.5272455998749317
2014-08-01,2014.0,8.0,0.7250103354779412,3.2374987671367996e-05,0.3833068704044118,2.6462174012630473,0.6935057598039236,3.237498767136802e-05,0.39208616377801275,2.3058363366942998
2014-09-01,2014.0,9.0,0.6252643474264705,3.2374987671367996e-05,0.3099919990808822,1.5733123916102216,0.5756107847514034,3.237498767136802e-05,0.29128383994222906,1.6283158507341406
2014-10-01,2014.0,10.0,0.3890461856617646,3.2374987671367996e-05,0.1753583272058824,0.6554028554912029,0.44015390778186547,3.237498767136802e-05,0.19156209777661268,0.9217130402219368
2014-11-01,2014.0,11.0,0.2820928768382352,3.2374987671367996e-05,0.1002335661764706,0.3450844213212915,0.31234132921919044,3.237498767136802e-05,0.1202309237132369,0.3817216075265667
2014-12-01,2014.0,12.0,0.2573392830882354,3.2374987671367996e-05,0.0860792876838235,0.3205670625961195,0.244267574842439,3.237498767136802e-05,0.08188065585609353,0.2513236212976135
2015-01-01,2015.0,1.0,0.2474228308823528,3.2374987671367996e-05,0.0895048529411764,0.3210775170969535,0.22526957742472029,3.237498767136802e-05,0.07597464526435585,0.27790052214073085
2015-02-01,2015.0,2.0,0.2309179503676469,3.2374987671367996e-05,0.0886440349264706,0.3229958116553775,0.21471752801120314,3.237498767136802e-05,0.07488040375525098,0.22902006291865296
2015-03-01,2015.0,3.0,0.2291069347426471,3.2374987671367996e-05,0.096757421875,0.3758581198259218,0.27464343728116053,3.237498767136802e-05,0.12182261182597892,0.4509226667663796
2015-04-01,2015.0,4.0,0.3431745772058824,3.2374987671367996e-05,0.1598313327205882,0.5625154063457779,0.38680820596988574,3.237498767136802e-05,0.1988750028448862,0.8961932237528477
2015-05-01,2015.0,5.0,0.601945992647059,3.2374987671367996e-05,0.3514290716911765,1.7961208730080802,0.5281924485731772,3.237498767136802e-05,0.29863201046043253,1.4583875574378056
2015-06-01,2015.0,6.0,0.6571097150735297,3.2374987671367996e-05,0.380261254595588,2.0925795949085444,0.6642094332107827,3.237498767136802e-05,0.3880027667629541,2.129557551563531
2015-07-01,2015.0,7.0,0.717402306985295,3.2374987671367996e-05,0.4296346966911768,2.37699764405615,0.7525437644432776,3.237498767136802e-05,0.4413251962972693,2.5887213862672778
2015-08-01,2015.0,8.0,0.7504890533088235,3.2374987671367996e-05,0.4155875459558827,2.744926540361898,0.7264185390406187,3.237498767136802e-05,0.40143889290091206,2.408546723882455
2015-09-01,2015.0,9.0,0.6951183639705881,3.2374987671367996e-05,0.366447541360294,2.0683346421910267,0.6247799630164594,3.237498767136802e-05,0.3228176691614167,1.8810224593747817
2015-10-01,2015.0,10.0,0.4344168106617649,3.2374987671367996e-05,0.1743368658088236,0.8846034706543195,0.4734405162377481,3.237498767136802e-05,0.21732539740896564,1.160148892950515
2015-11-01,2015.0,11.0,0.2722228354779411,3.2374987671367996e-05,0.1081628584558823,0.3231528745787114,0.32720888414741195,3.237498767136802e-05,0.1271429413953099,0.5065382116329531
2015-12-01,2015.0,12.0,0.2547702527573529,3.2374987671367996e-05,0.089189181985294,0.3346716403259056,0.23957637079832167,3.237498767136802e-05,0.07690554446778841,0.23875239372933335
2016-01-01,2016.0,1.0,0.2418436672794116,3.2374987671367996e-05,0.0796239522058823,0.3314109485946139,0.21173764290091046,3.237498767136802e-05,0.06818768382352922,0.22700986265823814
